,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
521,BOBR3,1.0,6.77,-1.08,0.242,0.0,0.391,-1.37,2.13,-0.41,3.86,3.28,0.11349999999999999,0.035699999999999996,0.58,0.2458,-0.1594,0.0,-241275000.0,-0.95,0.0045000000000000005
522,CSRN5,15.91,6.81,2.04,0.825,0.0222,0.575,6.2,4.68,-1.18,7.2,6.1,0.1764,0.1211,1.68,0.1426,0.2993,14139.6,1311000000.0,1.41,0.12480000000000001
523,EKTR4,23.79,6.86,1.52,0.5529999999999999,0.0294,0.48700000000000004,14.68,3.36,-1.51,5.75,4.92,0.16469999999999999,0.0805,1.1,0.1788,0.22149999999999997,60633.8,3032000000.0,1.47,0.0981
524,CESP6,31.13,6.95,1.43,5.513,0.0731,0.799,20.03,15.7,-2.32,17.08,10.49,0.35109999999999997,0.7928000000000001,1.69,0.0546,0.2057,55377100.0,7128820000.0,0.25,-0.010700000000000001
525,CYRE3,28.75,6.97,1.84,2.873,0.0632,1.0090000000000001,3.2,20.99,21.81,22.0,20.66,0.1369,0.4413,3.01,0.0584,0.2632,157894000.0,6261200000.0,0.39,0.0779
526,CSRN3,16.38,7.02,2.1,0.8490000000000001,0.0196,0.5920000000000001,6.39,4.82,-1.21,7.34,6.22,0.1764,0.1211,1.68,0.1426,0.2993,29984.8,1311000000.0,1.41,0.12480000000000001
527,TAEE11,32.89,7.03,1.96,4.025,0.09759999999999999,0.8170000000000001,4.66,6.65,-2.39,9.49,9.41,0.6052000000000001,0.5725,3.63,0.1418,0.27940000000000004,73528400.0,5768370000.0,1.15,0.20129999999999998
528,TAEE3,10.98,7.04,1.97,4.032,0.0975,0.818,4.67,6.66,-2.39,9.5,9.42,0.6052000000000001,0.5725,3.63,0.1418,0.27940000000000004,999675.0,5768370000.0,1.15,0.20129999999999998
529,TAEE4,11.02,7.07,1.97,4.046,0.0971,0.821,4.68,6.69,-2.4,9.52,9.44,0.6052000000000001,0.5725,3.63,0.1418,0.27940000000000004,1949560.0,5768370000.0,1.15,0.20129999999999998
530,JOPA4,32.06,7.08,0.63,0.22899999999999998,0.009899999999999999,0.162,0.58,2.26,8.14,6.22,5.61,0.1014,0.0371,1.7,0.0953,0.0888,82.21,540231000.0,1.88,0.062400000000000004
531,CSMG3,15.83,7.5,0.84,1.136,0.1761,0.5,7.17,4.69,-2.34,6.43,4.3,0.2421,0.1515,1.57,0.11960000000000001,0.1124,29033800.0,7145690000.0,0.47,0.0759
532,TRPL4,25.97,7.5,1.28,4.006,0.067,0.773,5.64,5.71,-4.22,6.37,6.33,0.7014,0.5394,3.17,0.1448,0.1711,37828000.0,13331300000.0,0.25,-0.0852
533,COCE6,35.0,7.52,0.85,0.479,0.0,0.276,-73.57,5.44,-0.75,10.0,6.15,0.08810000000000001,0.0637,0.99,0.0592,0.1137,0.0,3187670000.0,0.92,0.09390000000000001
534,GPCP3,23.79,7.59,2.71,0.815,0.0026,0.879,5.45,12.72,-4.29,14.27,10.31,0.0641,0.1313,1.63,0.0791,0.35710000000000003,4231520.0,275031000.0,0.5,0.22870000000000001
535,DPPI4,38.9,7.62,2.28,-0.665,0.0,1.7180000000000002,3.98,87.28,4.46,73.74,73.74,-0.0076,-0.0504,3.14,0.03,0.29969999999999997,0.0,545227000.0,0.06,0.1514
536,BEES3,5.22,7.63,1.01,0.0,0.0384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1319,369364.0,1638970000.0,0.0,0.0735
537,CCTU4,37.28,7.65,0.92,0.307,0.0,0.405,2.29,14.56,-28.32,21.77,21.77,0.021,0.04,1.48,0.0296,0.1207,0.0,82550000.0,0.48,0.12539999999999998
538,EUCA4,7.77,7.75,0.5,0.5539999999999999,0.028399999999999998,0.271,33.78,4.07,-1.95,6.56,3.78,0.1363,0.06269999999999999,1.03,0.0746,0.0644,582037.0,1442060000.0,0.36,0.04769999999999999
539,HAGA3,3.17,7.79,-0.49,1.492,0.0,0.636,1.78,-217.82,-0.44,-239.86,27.7,-0.0068000000000000005,0.19140000000000001,1.76,-0.0078000000000000005,-0.0634,37048.0,-76368400.0,-0.51,-0.0223
540,JHSF3,7.58,7.84,1.37,5.425,0.018500000000000003,0.743,5.86,11.12,-3.02,12.04,11.41,0.4878,0.6862,2.6,0.0761,0.1743,70517000.0,3819820000.0,0.34,0.2302
541,JOPA3,35.9,7.92,0.7,0.256,0.008,0.18100000000000002,0.65,2.53,9.12,6.49,5.85,0.1014,0.0371,1.7,0.0953,0.0888,8664.05,540231000.0,1.88,0.062400000000000004
542,BMGB4,5.59,7.96,0.81,0.0,0.025699999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1023,11506800.0,4061740000.0,0.0,0.0
543,BRGE7,5.4,8.09,0.32,13.350999999999999,0.0786,0.131,0.43,-0.97,1.56,1.94,1.95,-13.8157,2.6083,2.81,-0.22469999999999998,0.0398,0.0,1236490000.0,0.0,0.0007000000000000001
544,CMET4,3.91,8.1,5.38,3.068,0.0,3.136,9.47,5.72,27.2,5.34,5.34,0.5363,0.4303,2.64,0.8140000000000001,0.664,0.0,2847970000.0,0.18,0.3018
545,RDTR3,6.3,8.11,1.37,0.0,0.0,1.32,0.0,-1919.75,0.0,-1897.05,-219.41,0.0,0.0,0.0,0.0,0.16949999999999998,0.0,497092000.0,0.0,0.0
546,HGTX3,17.58,8.15,1.77,2.657,0.025,1.273,3.55,100.18,3.84,92.08,22.17,0.0265,0.326,2.42,0.0183,0.2169,41062900.0,1616320000.0,0.16,-0.0689
547,EQTL3,23.34,8.17,2.43,1.304,0.0137,0.56,4.02,4.33,-1.39,6.21,5.52,0.3014,0.1808,1.77,0.1632,0.2969,190518000.0,9718560000.0,1.77,0.2753
548,CESP5,36.6,8.18,1.68,6.481,0.10039999999999999,0.9390000000000001,23.55,18.46,-2.73,19.84,12.19,0.35109999999999997,0.7928000000000001,1.69,0.0546,0.2057,67586.4,7128820000.0,0.25,-0.010700000000000001
549,BRSR5,17.99,8.25,0.88,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10679999999999999,3423.59,8352800000.0,0.0,0.06860000000000001
550,TRPL3,29.25,8.45,1.45,4.512,0.059500000000000004,0.87,6.35,6.43,-4.75,7.09,7.05,0.7014,0.5394,3.17,0.1448,0.1711,115035.0,13331300000.0,0.25,-0.0852
551,AGIN3,5.29,8.46,1.23,1.8159999999999998,0.0,0.565,1.29,10.92,3.55,14.68,14.68,0.1663,0.2183,2.72,0.0559,0.1456,0.0,1028210000.0,0.55,0.44170000000000004
552,AELP3,1.93,8.49,-200.57,-0.062,0.0,5.216,0.0,-12.58,0.0,-11.94,-11.98,0.0049,-0.0073,0.0,0.0,-23.6383,0.0,-904000.0,0.0,0.0118
553,CEEB3,40.1,8.53,1.75,0.8190000000000001,0.0242,0.502,20.21,4.83,-0.99,8.27,6.59,0.16949999999999998,0.096,1.14,0.11349999999999999,0.20579999999999998,69650.8,5989000000.0,1.39,0.1164
554,CPSL3,38.02,8.56,3.49,0.787,0.0,2.043,7.39,5.79,11.84,5.48,5.48,0.1359,0.092,1.89,0.5715,0.4082,0.0,1634730000.0,0.17,0.16210000000000002
555,TMGC12,550.0,8.71,1.12,0.8,0.0,0.77,4.66,12.27,8.22,10.94,10.94,0.0652,0.09179999999999999,1.69,0.0873,0.1283,0.0,1167010000.0,0.05,0.10490000000000001
556,ACES4,94.73,8.74,2.27,1.683,0.0,1.43,6.37,7.16,20.65,6.5,6.5,0.2352,0.19269999999999998,2.05,0.26899999999999996,0.2595,0.0,3105800000.0,0.09,0.1334
557,BEES4,5.99,8.76,1.15,0.0,0.0335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1319,29882.8,1638970000.0,0.0,0.0735
558,CAMB3,5.21,8.76,2.39,1.449,0.0,0.813,-13.65,42.99,-2.43,53.83,24.01,0.0337,0.1655,0.85,0.0206,0.2729,726049.0,91748000.0,0.69,-0.1155
559,ACES3,95.27,8.79,2.28,1.693,0.0,1.4380000000000002,6.4,7.2,20.77,6.54,6.54,0.2352,0.19269999999999998,2.05,0.26899999999999996,0.2595,0.0,3105800000.0,0.09,0.1334
560,CZRS4,2.49,8.89,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,0.0,1145670000.0,0.0,0.1444
561,ENGI4,8.17,8.89,2.16,0.762,0.0147,0.342,11.71,5.76,-0.62,11.27,7.71,0.1324,0.091,1.12,0.0705,0.2433,430516.0,6854360000.0,2.81,0.1368
562,AFLU5,5.03,8.93,2.14,2.911,0.0,1.875,9.63,8.32,11.92,7.38,7.05,0.34979999999999994,0.3259,3.27,0.3118,0.23929999999999998,0.0,44270000.0,0.0,0.0861
563,VIVO3,65.79,8.99,2.69,1.3659999999999999,0.0,1.175,-29.21,6.21,-4.74,6.65,6.65,0.22010000000000002,0.152,0.89,0.23920000000000002,0.2988,0.0,9816290000.0,0.35,0.1306
564,CNFB4,5.99,9.01,1.57,1.511,0.0,0.872,3.47,8.27,53.95,10.05,7.85,0.1827,0.1677,2.2,0.1201,0.1739,0.0,1552470000.0,0.47,-0.1061
565,CAML3,11.24,9.02,1.51,0.584,0.0519,0.63,1.62,6.96,8.91,9.43,7.41,0.0839,0.0647,2.48,0.1283,0.16699999999999998,19471900.0,2761270000.0,0.97,0.2539
566,REDE4,2.9,9.02,1.58,0.569,0.0,0.294,2.61,3.67,-0.73,7.02,5.1,0.155,0.0876,1.49,0.1008,0.175,0.0,3878170000.0,2.32,0.0819
567,ENBR3,19.5,9.05,1.2,0.8009999999999999,0.023799999999999998,0.414,19.81,4.99,-1.15,7.44,5.84,0.1604,0.0974,1.09,0.10099999999999999,0.1323,52892600.0,9879760000.0,0.92,0.1116
568,AFLU3,5.15,9.15,2.19,2.9810000000000003,0.0,1.919,9.86,8.52,12.21,7.57,7.24,0.34979999999999994,0.3259,3.27,0.3118,0.23929999999999998,0.0,44270000.0,0.0,0.0861
569,BRGE12,6.13,9.18,0.37,15.155999999999999,0.0,0.149,0.49,-1.1,1.77,1.81,1.82,-13.8157,2.6083,2.81,-0.22469999999999998,0.0398,13971.2,1236490000.0,0.0,0.0007000000000000001
570,BALM4,14.9,9.26,1.28,0.9690000000000001,0.0174,0.665,1.96,11.3,2.99,11.63,9.44,0.0858,0.0833,2.02,0.06849999999999999,0.1381,70353.5,114153000.0,0.28,0.0875
571,ESTC11,23.5,9.35,0.73,0.649,0.0,0.257,1.58,4.23,-0.78,9.3,5.28,0.1535,0.0694,2.04,0.0788,0.0779,0.0,3321200000.0,1.45,0.0449
572,NEOE3,18.92,9.44,1.1,0.7929999999999999,0.023700000000000002,0.368,7.42,4.52,-0.88,8.62,6.58,0.1754,0.087,1.26,0.09480000000000001,0.1166,50213000.0,20865000000.0,1.28,0.19149999999999998
573,ENAT3,12.3,9.45,1.11,2.8110000000000004,0.0929,0.7140000000000001,2.23,10.18,9.08,5.45,2.08,0.2762,0.2977,3.72,0.1192,0.11789999999999999,18578000.0,2935820000.0,0.08,0.27699999999999997
574,MRSL4,3.05,9.48,0.91,0.816,0.0,0.609,2.19,15.08,5.8,16.51,8.83,0.0541,0.08689999999999999,2.78,0.0444,0.09630000000000001,0.0,375151000.0,0.16,0.071
575,PSSA3,49.86,9.55,1.8,0.866,0.0429,0.439,3.72,1.09,-6.13,0.38,0.37,0.7962,0.0907,1.21,0.5648,0.1883,62459700.0,8967000000.0,0.0,0.0361
576,CEEB5,45.0,9.57,1.97,0.919,0.0,0.563,22.68,5.42,-1.11,8.86,7.06,0.16949999999999998,0.096,1.14,0.11349999999999999,0.20579999999999998,115.39,5989000000.0,1.39,0.1164
577,SMLS3,22.09,9.6,2.09,4.46,0.0575,0.821,5.13,9.26,52.73,7.55,6.85,0.4815,0.4645,1.35,0.10890000000000001,0.21760000000000002,19803500.0,1312820000.0,0.0,-0.2802
578,CTWR3,100.0,9.76,56.77,0.317,0.0,1.141,3.79,-10.64,-142.17,-8.91,-8.91,-0.0298,0.0325,1.45,-0.2186,5.8191,0.0,879000.0,5.52,0.049400000000000006
579,VIVO4,71.8,9.81,2.93,1.4909999999999999,0.0,1.2819999999999998,-31.87,6.78,-5.17,7.22,7.22,0.22010000000000002,0.152,0.89,0.23920000000000002,0.2988,0.0,9816290000.0,0.35,0.1306
580,TCSL4,7.82,9.95,0.83,1.105,0.0,0.475,8.93,5.69,-2.2,5.61,2.18,0.19440000000000002,0.11109999999999999,1.34,0.0967,0.0833,0.0,22847800000.0,0.14,0.0229
581,AGRO3,24.0,10.09,1.64,2.57,0.0223,0.92,8.48,11.22,-7.17,13.49,27.67,0.22899999999999998,0.20170000000000002,1.54,0.0973,0.16210000000000002,10497300.0,1204530000.0,0.52,0.5811
582,MRSL3,3.3,10.25,0.99,0.883,0.0,0.6579999999999999,2.37,16.32,6.28,17.74,9.5,0.0541,0.08689999999999999,2.78,0.0444,0.09630000000000001,0.0,375151000.0,0.16,0.071
583,TRFO3,4.53,10.32,2.58,0.804,0.0,1.0390000000000001,4.65,5.52,7.37,5.12,5.12,0.1458,0.078,1.43,0.2763,0.2501,0.0,76165000.0,0.26,0.16469999999999999
584,BESP3,330.0,10.38,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377,0.0,5183100000.0,0.0,0.0183
585,SANB3,19.46,10.38,0.0,0.0,0.0218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2142660.0,0.0,0.0,-0.0601
586,TCOC4,27.2,10.43,1.26,1.558,0.0,0.915,2.65,10.14,3.07,7.89,7.89,0.1537,0.1493,2.53,0.1398,0.1206,0.0,2812920000.0,0.04,0.1671
587,CAMB4,6.25,10.51,2.87,1.7380000000000002,0.0,0.976,-16.38,51.57,-2.91,62.41,27.84,0.0337,0.1655,0.85,0.0206,0.2729,0.0,91748000.0,0.69,-0.1155
588,ABCB4,15.42,10.58,0.79,0.0,0.0321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0751,12837400.0,4288260000.0,0.0,-0.34299999999999997
589,CMIG4,14.16,10.6,1.24,0.8690000000000001,0.042699999999999995,0.40299999999999997,3.37,4.26,-1.05,6.44,5.4,0.204,0.08199999999999999,1.7,0.1092,0.1173,133314000.0,17297700000.0,0.93,0.0726
590,EKTR3,37.0,10.67,2.36,0.86,0.0172,0.758,22.83,5.22,-2.35,7.61,6.51,0.16469999999999999,0.0805,1.1,0.1788,0.22149999999999997,13387.3,3032000000.0,1.47,0.0981
591,TRFO4,4.7,10.7,2.68,0.835,0.0,1.078,4.82,5.73,7.65,5.33,5.33,0.1458,0.078,1.43,0.2763,0.2501,0.0,76165000.0,0.26,0.16469999999999999
592,SANB11,40.21,10.73,0.0,0.0,0.0222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139697000.0,0.0,0.0,-0.0601
593,BGIP3,42.69,10.79,1.31,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1215,1117.21,497842000.0,0.0,0.1446
594,BESP4,344.0,10.82,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377,0.0,5183100000.0,0.0,0.0183
595,EQMA3B,43.35,10.82,2.2,1.858,0.06709999999999999,0.91,5.14,7.39,-5.88,8.07,6.75,0.25120000000000003,0.17170000000000002,1.7,0.1711,0.20370000000000002,14220.5,3230000000.0,0.77,0.0652
596,CRIV3,6.12,10.85,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059500000000000004,96985.0,976738000.0,0.0,-0.0594
597,BRIV4,9.19,10.94,0.53,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0487,93410.0,1528350000.0,0.0,0.2064
598,CPFE3,33.5,10.97,2.66,1.3019999999999998,0.0538,0.762,13.12,7.7,-1.94,10.11,7.89,0.1691,0.1206,1.23,0.1264,0.2422,71515900.0,14534700000.0,1.39,0.1176
599,ENGI11,50.78,11.05,2.69,0.948,0.0118,0.426,14.56,7.16,-0.78,12.67,8.67,0.1324,0.091,1.12,0.0705,0.2433,82078700.0,6854360000.0,2.81,0.1368
600,GRNL4,470.0,11.09,1.07,7.231,0.0,0.975,8.04,-64.72,15.01,-63.22,-63.22,-0.1117,0.6518999999999999,4.35,-0.0165,0.0969,0.0,93104000.0,0.05,0.2148
601,ELUM3,36.0,11.12,1.5,0.94,0.0,0.8859999999999999,2.31,14.76,2.51,10.02,10.02,0.0637,0.08460000000000001,2.02,0.094,0.13470000000000001,0.0,443231000.0,0.08,0.084
602,CRIV4,6.28,11.13,0.66,0.0,0.0692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059500000000000004,51421.2,976738000.0,0.0,-0.0594
603,SANB4,20.9,11.15,0.0,0.0,0.022400000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2748170.0,0.0,0.0,-0.0601
604,CRPG3,46.45,11.16,2.0,2.262,0.0,1.4509999999999998,2.11,11.68,2.69,9.96,8.24,0.1937,0.2028,6.44,0.16440000000000002,0.17920000000000003,10834.0,674424000.0,0.01,0.0675
605,DOHL4,5.19,11.19,0.65,0.8190000000000001,0.08199999999999999,0.513,1.27,19.01,1.86,15.85,9.24,0.0431,0.0732,5.83,0.0315,0.0582,269014.0,602841000.0,0.04,0.0333
606,CRPG6,46.7,11.22,2.01,2.274,0.0189,1.459,2.12,11.74,2.71,10.02,8.29,0.1937,0.2028,6.44,0.16440000000000002,0.17920000000000003,92098.6,674424000.0,0.01,0.0675
607,RIPI3,48.01,11.23,-28.94,-7.449,0.0,7.0920000000000005,-59.55,-8.79,-16.76,-9.31,-9.31,0.847,-0.6631,0.87,-0.991,-2.5761000000000003,0.0,-49103000.0,-2.44,0.0582
608,CZLT33,29.23,11.24,1.39,0.526,0.0,0.145,1.87,3.1,-0.29,10.26,4.03,0.1697,0.09140000000000001,1.58,0.053099999999999994,0.12359999999999999,0.0,5691680000.0,3.93,0.0788
609,ENMT3,29.9,11.28,2.49,1.365,0.0,0.721,5.72,8.04,-2.08,11.43,9.02,0.1698,0.121,1.53,0.11560000000000001,0.2205,42250.4,2631010000.0,1.68,0.0949
610,CRPG5,46.98,11.28,2.02,2.2880000000000003,0.018799999999999997,1.4680000000000002,2.14,11.81,2.72,10.09,8.35,0.1937,0.2028,6.44,0.16440000000000002,0.17920000000000003,798517.0,674424000.0,0.01,0.0675
611,RIPI4,48.5,11.35,-29.24,-7.525,0.0,7.164,-60.16,-8.88,-16.93,-9.4,-9.4,0.847,-0.6631,0.87,-0.991,-2.5761000000000003,0.0,-49103000.0,-2.44,0.0582
612,VALE5,33.36,11.39,0.91,1.033,0.0,0.391,4.56,2.28,-1.07,2.74,2.26,0.4526,0.0726,1.64,0.20120000000000002,0.0795,0.0,194640000000.0,0.44,0.17010000000000003
613,ETER4,9.85,11.46,6.25,0.8859999999999999,0.0,0.816,6.69,20.95,-2.12,21.28,12.07,0.042300000000000004,0.07719999999999999,1.34,0.048600000000000004,0.5457,0.0,81379000.0,0.82,-0.10769999999999999
614,EBCO4,1.0,11.46,0.8,0.33,0.0,0.35100000000000003,50.21,8.51,-14.31,8.26,8.26,0.0388,0.028999999999999998,1.01,0.0504,0.07,0.0,828097000.0,0.02,0.060899999999999996
615,EQPA3,3.55,11.54,2.16,1.3840000000000001,0.0789,0.628,2.57,5.51,-2.08,6.73,5.46,0.25120000000000003,0.12,2.5,0.15289999999999998,0.18710000000000002,277139.0,3632530000.0,1.19,0.0702
616,TEMP3,4.15,11.64,4.92,0.98,0.0,2.0140000000000002,9.98,10.6,19.39,9.55,7.74,0.0925,0.0842,1.41,0.34490000000000004,0.4227,0.0,135736000.0,0.23,-0.1311
617,RPAD6,5.72,11.76,0.47,3272.84,0.0,0.462,-110.69,-112.8,-102.43,-111.08,-111.08,-29.0135,278.297,0.66,-0.0040999999999999995,0.0398,31515.1,1035630000.0,0.0,-0.0673
618,NAFG3,64.37,11.8,2.76,1.102,0.0,1.153,3.2,7.35,60.48,8.64,6.57,0.1499,0.0928,2.52,0.19920000000000002,0.23420000000000002,0.0,316392000.0,0.81,0.0949
619,NAFG4,64.42,11.81,2.76,1.103,0.0,1.1540000000000001,3.2,7.36,60.52,8.65,6.57,0.1499,0.0928,2.52,0.19920000000000002,0.23420000000000002,0.0,316392000.0,0.81,0.0949
620,BALM3,19.0,11.81,1.63,1.236,0.0137,0.848,2.5,14.41,3.81,14.74,11.97,0.0858,0.0833,2.02,0.06849999999999999,0.1381,73509.3,114153000.0,0.28,0.0875
621,JSLG3,9.75,11.86,2.55,0.345,0.009899999999999999,0.652,1.72,4.44,-2.9,7.01,4.07,0.07769999999999999,0.027999999999999997,3.71,0.1999,0.2152,4385650.0,1069800000.0,2.41,0.0638
622,BBDC3,22.3,11.95,1.38,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1151,134213000.0,143703000000.0,0.0,-0.09269999999999999
623,BMGB11,33.6,11.96,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1023,0.0,4061740000.0,0.0,0.0
624,HETA4,9.79,11.97,-0.01,3.895,0.0,0.466,-0.13,5.01,-0.01,330.57,330.57,0.7777,0.32530000000000003,0.02,0.09380000000000001,-0.0011,126264.0,-382643000.0,-0.85,-0.2043
625,COCE5,55.89,12.01,1.37,0.765,0.038,0.44,-117.48,8.68,-1.2,13.25,8.14,0.08810000000000001,0.0637,0.99,0.0592,0.1137,909321.0,3187670000.0,0.92,0.09390000000000001
626,FIBR3,66.3,12.03,2.59,2.01,0.0759,0.899,9.59,5.13,-2.54,7.17,5.29,0.3918,0.1675,1.46,0.22949999999999998,0.2157,0.0,14149000000.0,1.46,0.2271
627,EBCO3,1.05,12.03,0.84,0.34600000000000003,0.0,0.368,52.72,8.94,-15.02,8.68,8.68,0.0388,0.028999999999999998,1.01,0.0504,0.07,0.0,828097000.0,0.02,0.060899999999999996
628,MPLU3,26.8,12.2,17.37,6.877000000000001,0.0,2.676,50.65,10.34,66.01,7.71,7.28,0.6652,0.5637,1.06,1.2956999999999999,1.4240000000000002,0.0,250279000.0,0.0,-0.1888
629,ELPL6,30.2,12.25,1.76,0.401,0.0,0.201,-7.93,4.38,-0.31,6.08,3.82,0.0915,0.0327,0.91,0.053,0.1439,0.0,3384610000.0,1.37,0.0526
630,ALLL11,16.5,12.33,0.41,0.878,0.0,0.131,0.85,3.1,-0.31,9.47,5.05,0.2833,0.0724,2.64,0.0526,0.0331,0.0,14994700000.0,1.4,0.1255
631,ELPL5,30.5,12.37,1.78,0.405,0.0,0.203,-8.0,4.43,-0.32,6.13,3.85,0.0915,0.0327,0.91,0.053,0.1439,0.0,3384610000.0,1.37,0.0526
632,ALUP4,8.44,12.39,1.35,1.454,0.0273,0.35600000000000004,3.49,3.34,-0.89,6.23,5.87,0.43479999999999996,0.2686,2.1,0.1226,0.10880000000000001,179308.0,5501730000.0,1.6,0.3922
633,ALLL4,3.32,12.4,0.41,0.883,0.0,0.132,0.86,3.12,-0.31,9.49,5.06,0.2833,0.0724,2.64,0.0526,0.0331,0.0,14994700000.0,1.4,0.1255
634,AMPI3,55.0,12.41,2.74,0.247,0.0,0.177,5.68,0.98,-0.68,1.99,1.73,0.2518,0.15109999999999998,1.12,0.2122,0.22089999999999999,0.0,240799000.0,4.48,0.1412
635,CMIG3,16.66,12.47,1.46,1.022,0.0363,0.474,3.97,5.01,-1.23,7.19,6.03,0.204,0.08199999999999999,1.7,0.1092,0.1173,14622200.0,17297700000.0,0.93,0.0726
636,ROMI3,18.25,12.49,1.66,1.588,0.12050000000000001,0.82,3.52,21.04,11.77,25.1,16.12,0.0755,0.1274,1.68,0.046799999999999994,0.1331,21016500.0,805029000.0,0.56,0.0774
637,ALUP11,25.81,12.63,1.37,1.482,0.026699999999999998,0.363,3.56,3.41,-0.9,6.3,5.93,0.43479999999999996,0.2686,2.1,0.1226,0.10880000000000001,19371600.0,5501730000.0,1.6,0.3922
638,TMGC7,800.01,12.68,1.63,1.1640000000000001,0.0,1.12,6.77,17.85,11.96,16.52,16.52,0.0652,0.09179999999999999,1.69,0.0873,0.1283,0.0,1167010000.0,0.05,0.10490000000000001
639,ENMT4,34.0,12.83,2.83,1.5519999999999998,0.0167,0.82,6.5,9.14,-2.36,12.53,9.9,0.1698,0.121,1.53,0.11560000000000001,0.2205,5076.05,2631010000.0,1.68,0.0949
640,AVIL3,0.93,12.97,4.16,2.338,0.0,2.227,3.89,10.0,9.02,9.4,9.4,0.23379999999999998,0.1801,5.14,0.40990000000000004,0.32030000000000003,0.0,1106590000.0,0.52,0.0174
641,ITUB3,25.14,13.0,1.8,0.0,0.0538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1387,19537800.0,136699000000.0,0.0,-0.29960000000000003
642,MDIA3,31.44,13.0,1.64,1.4709999999999999,0.014499999999999999,1.101,6.0,15.26,13.12,15.73,11.54,0.0964,0.1131,1.8,0.0863,0.126,35663000.0,6502650000.0,0.25,0.0817
643,DXTG4,3.68,13.02,1.32,0.675,0.0,0.6890000000000001,2.44,6.26,7.48,6.33,6.33,0.10779999999999999,0.066,2.77,0.1231,0.10099999999999999,0.0,768999000.0,0.04,0.083
644,ITSA4,10.6,13.03,1.64,16.293,0.06280000000000001,1.32,23.33,241.61,-27.47,243.89,84.42,0.0674,1.3015,2.32,0.0059,0.12560000000000002,308136000.0,54494000000.0,0.09,0.0318
645,SFSA4,4.4,13.1,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,739524000.0,0.0,0.0015
646,COCE3,61.01,13.11,1.49,0.835,0.0348,0.48100000000000004,-128.24,9.48,-1.31,14.05,8.63,0.08810000000000001,0.0637,0.99,0.0592,0.1137,8312.18,3187670000.0,0.92,0.09390000000000001
647,ALUP3,8.96,13.15,1.43,1.5430000000000001,0.025699999999999997,0.37799999999999995,3.7,3.55,-0.94,6.44,6.06,0.43479999999999996,0.2686,2.1,0.1226,0.10880000000000001,155141.0,5501730000.0,1.6,0.3922
648,GETI3,14.45,13.19,3.44,1.916,0.0,1.314,-15.63,6.98,-3.19,8.2,6.76,0.2743,0.1452,0.71,0.22699999999999998,0.2609,0.0,1601130000.0,0.86,0.13390000000000002
649,GETI4,14.46,13.2,3.44,1.9169999999999998,0.0,1.315,-15.64,6.99,-3.2,8.2,6.76,0.2743,0.1452,0.71,0.22699999999999998,0.2609,0.0,1601130000.0,0.86,0.13390000000000002
650,EEEL3,525.0,13.23,1.89,3.514,0.0377,0.8959999999999999,5.34,8.12,-3.58,8.26,7.81,0.4328,0.2702,2.63,0.1264,0.1425,0.0,2689400000.0,0.28,-0.039900000000000005
651,TRIS3,11.33,13.35,1.84,2.5140000000000002,0.0378,1.09,2.23,12.71,3.6,13.1,13.02,0.1978,0.20329999999999998,3.48,0.10490000000000001,0.1382,17050100.0,1146030000.0,0.32,0.2934
