,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
252,BDLL3,27.51,-0.27,-0.29,1.7630000000000001,0.0,0.065,-0.18,-1.57,-0.07,-10.26,-14.09,-1.1219,-6.6222,0.51,-0.0479,1.0824,0.0,-152754000.0,-1.59,-0.4595
253,TENE7,9.8,-0.26,-0.02,0.0,0.0,0.068,0.0,-1.02,0.0,-1.44,1.98,0.0,0.0,0.0,0.0,0.0664,0.0,-69256000.0,0.0,0.0
254,TEKA3,55.0,-0.24,-0.02,0.215,0.0,0.027999999999999997,-0.01,-6.67,-0.01,-125.43,1307.56,-0.0322,-0.8943000000000001,0.03,-0.0069,0.0696,217858.0,-1656930000.0,-0.3,-0.0308
255,SJOS4,0.09,-0.22,-0.01,0.625,0.0,0.233,-0.01,4.34,-0.01,73.19,73.19,0.14400000000000002,-2.8504,0.02,-0.0068000000000000005,0.0352,0.0,-157579000.0,-0.12,0.0
256,ATMP3,3.19,-0.21,-1.04,0.09300000000000001,0.0,0.051,-0.17,-0.45,-0.06,-2.5,-4.86,-0.20920000000000002,-0.4336,0.41,-0.1341,4.850899999999999,307827.0,-75534000.0,-5.42,-0.2278
257,PMAM4,5.84,-0.2,-0.71,0.063,0.0,0.061,-0.11,-2.49,-0.1,-31.49,57.11,-0.0255,-0.3106,0.46,-0.030600000000000002,3.4735,0.0,-357442000.0,-8.98,-0.0006
258,GSHP3,52.1,-0.19,-0.17,1.073,0.0,0.057999999999999996,2.61,9.73,-0.05,165.12,134.34,0.1103,-5.7566,1.12,0.0070999999999999995,0.9207,45055.0,-585617000.0,-3.17,-0.2234
259,DOCA4,5.0,-0.18,-0.01,-1.393,0.0,0.013999999999999999,-0.15,-0.12,-0.01,-6.71,-6.62,11.6592,6.3617,0.61,-0.12480000000000001,0.0824,0.0,-390317000.0,-0.82,-0.38799999999999996
260,DUQE4,2.95,-0.17,-1.19,1.275,0.0,0.045,-0.08,-0.17,-0.06,-1.23,-1.35,-7.329199999999999,-7.676,0.33,-0.2821,7.1574,0.0,-6987000.0,-7.19,-0.42700000000000005
261,SLED3,1.01,-0.15,-0.19,0.177,0.0,0.145,-1.1,-0.59,-0.1,-2.9,-6.58,-0.3006,-1.1429,0.7,-0.3527,1.1985,1365710.0,-345644000.0,-0.83,-0.32189999999999996
262,FTRX3,0.13,-0.15,-0.02,0.20600000000000002,0.0,0.023,-0.04,-0.19,-0.01,-1.77,-2.27,-1.0622,-1.3883,0.06,-0.1199,0.135,0.0,-154535000.0,-0.16,-0.3125
263,MEND6,9.5,-0.13,-0.01,80.14399999999999,0.0,0.102,-0.07,-312.89,-0.01,-31611.2,59247.4,-0.2561,-617.758,0.0,-0.0003,0.0646,0.0,-11682700000.0,-0.84,-0.2834
264,OSXB3,20.3,-0.13,-0.01,6.069,0.0,0.032,-0.13,-8.45,-0.01,-597.95,-308.86,-0.7182,-48.2121,0.03,-0.0043,0.1024,1185010.0,-4819700000.0,-0.93,0.0253
265,FTRX4,0.11,-0.13,-0.02,0.174,0.0,0.019,-0.03,-0.16,-0.01,-1.74,-2.24,-1.0622,-1.3883,0.06,-0.1199,0.135,0.0,-154535000.0,-0.16,-0.3125
266,BDLL4,10.66,-0.1,-0.11,0.6829999999999999,0.0,0.025,-0.07,-0.61,-0.03,-9.3,-12.77,-1.1219,-6.6222,0.51,-0.0479,1.0824,53798.5,-152754000.0,-1.59,-0.4595
267,TEKA4,22.4,-0.1,-0.01,0.087,0.0,0.012,-0.01,-2.72,-0.0,-121.48,1266.36,-0.0322,-0.8943000000000001,0.03,-0.0069,0.0696,445957.0,-1656930000.0,-0.3,-0.0308
268,FBMC4,1.96,-0.09,-0.02,0.095,0.0,0.034,-0.04,-0.07,-0.02,-0.53,-0.59,-1.3559,-1.0197,0.31,-0.647,0.2419,0.0,-63552000.0,-0.15,-0.3166
269,SCLO4,0.41,-0.09,-2.46,5.165,0.0,20.333,-2.25,-1.99,-2.23,-2.12,-2.12,-2.6006,-5.1536,0.02,-10.5889,27.4121,0.0,-160321.0,-0.17,-0.3544
270,SLED4,0.58,-0.09,-0.11,0.10099999999999999,0.0,0.083,-0.63,-0.34,-0.06,-2.65,-6.01,-0.3006,-1.1429,0.7,-0.3527,1.1985,1078460.0,-345644000.0,-0.83,-0.32189999999999996
271,MEND5,6.5,-0.09,-0.01,54.835,0.0,0.07,-0.05,-214.09,-0.01,-31512.4,59062.2,-0.2561,-617.758,0.0,-0.0003,0.0646,0.0,-11682700000.0,-0.84,-0.2834
272,PDGR3,7.27,-0.07,-0.01,0.282,0.0,0.033,-0.02,-0.74,-0.01,-20.86,-21.52,-0.38,-3.9526,0.36,-0.051500000000000004,0.1508,1598860.0,-5388620000.0,-0.32,-0.1653
273,VPTA4,10.5,-0.07,-0.01,0.26,0.0,0.054000000000000006,-0.02,-0.13,-0.01,-6.89,-6.89,-1.9357,-3.9638,0.23,-0.45,0.1011,0.0,-867658000.0,-0.34,-0.5891
274,SULT3,0.56,-0.06,0.04,0.067,0.0,0.005,-0.02,-0.19,-0.01,-0.25,-0.27,-0.3478,-1.03,0.2,-0.024,-0.6623,0.0,164403000.0,0.02,0.1716
275,MNDL4,0.38,-0.06,-0.01,0.002,0.0,0.001,-0.0,0.02,-0.0,3.76,2.85,0.0799,-0.0326,0.3,0.039,0.1016,0.0,-156168000.0,-0.96,0.0452
276,VPSC4,9.99,-0.05,4.3,0.028999999999999998,0.0,0.033,-0.06,-0.13,-0.06,-0.2,-0.2,-0.22820000000000001,-0.5589999999999999,0.43,-0.28559999999999997,-82.4683,0.0,1232000.0,6.15,-0.1002
277,SULT4,0.43,-0.05,0.03,0.051,0.0,0.004,-0.02,-0.15,-0.0,-0.2,-0.22,-0.3478,-1.03,0.2,-0.024,-0.6623,0.0,164403000.0,0.02,0.1716
278,VAGV3,1.14,-0.05,-0.01,0.013999999999999999,0.0,0.037000000000000005,-0.08,-0.27,-0.01,-8.9,-8.9,-0.0508,-0.2929,0.52,-0.1514,0.2073,0.0,-8194580000.0,-0.31,0.0106
279,DHBI4,1.01,-0.04,-0.01,0.046,0.0,0.018000000000000002,-0.01,-0.2,-0.01,-21.09,-51.1,-0.23579999999999998,-1.5481,0.12,-0.105,0.21030000000000001,0.0,-456340000.0,-0.99,-0.23620000000000002
280,VAGV4,1.02,-0.04,-0.01,0.012,0.0,0.033,-0.07,-0.24,-0.01,-8.87,-8.87,-0.0508,-0.2929,0.52,-0.1514,0.2073,0.0,-8194580000.0,-0.31,0.0106
281,GAFP3,0.12,-0.04,-0.01,0.37200000000000005,0.0,0.015,-0.09,-0.48,-0.01,-46.92,-46.92,-0.7757,-9.8128,0.51,-0.0321,0.38789999999999997,0.0,-80712500.0,-1.43,-0.5809000000000001
282,ARTE3,7.7,-0.04,-0.04,0.0,0.0,0.10300000000000001,0.0,-0.52,0.0,-15.85,-15.85,0.0,0.0,0.0,0.0,1.0290000000000001,0.0,-33570000.0,0.0,-0.6435
283,TROR3,2.63,-0.03,-0.01,0.598,0.0,0.532,-0.01,-6.57,-0.01,-728.92,-728.92,-0.0911,-17.4552,0.01,-0.0977,0.2114,0.0,-1959650000.0,-0.8,0.0634
284,VPSC3,6.03,-0.03,2.59,0.017,0.0,0.02,-0.03,-0.08,-0.04,-0.15,-0.15,-0.22820000000000001,-0.5589999999999999,0.43,-0.28559999999999997,-82.4683,0.0,1232000.0,6.15,-0.1002
285,VPTA3,5.0,-0.03,-0.0,0.124,0.0,0.026000000000000002,-0.01,-0.06,-0.0,-6.82,-6.82,-1.9357,-3.9638,0.23,-0.45,0.1011,0.0,-867658000.0,-0.34,-0.5891
286,ARTE4,6.81,-0.03,-0.03,0.0,0.0,0.091,0.0,-0.46,0.0,-15.79,-15.79,0.0,0.0,0.0,0.0,1.0290000000000001,0.0,-33570000.0,0.0,-0.6435
287,TROR4,1.56,-0.02,-0.0,0.355,0.0,0.316,-0.0,-3.9,-0.0,-726.24,-726.24,-0.0911,-17.4552,0.01,-0.0977,0.2114,0.0,-1959650000.0,-0.8,0.0634
288,GAFP4,0.05,-0.02,-0.01,0.155,0.0,0.006,-0.04,-0.2,-0.0,-46.65,-46.65,-0.7757,-9.8128,0.51,-0.0321,0.38789999999999997,0.0,-80712500.0,-1.43,-0.5809000000000001
289,MILK33,0.3,-0.02,-0.02,0.077,0.0,0.028999999999999998,-0.08,-0.04,-0.02,-0.11,-0.12,-1.768,-5.0808,0.5,-0.7091,1.6512,0.0,-516285000.0,-0.04,-0.4204
290,TENE5,0.5,-0.01,-0.0,0.0,0.0,0.003,0.0,-0.05,0.0,-0.47,0.64,0.0,0.0,0.0,0.0,0.0664,0.0,-69256000.0,0.0,0.0
291,CGOS4,16.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.16,-0.0,-313.85,-313.85,-0.002,-0.1048,0.54,-0.0008,-0.39020000000000005,0.0,453387000.0,2.48,0.0897
292,BBTG13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.25,0.0,4000.0,0.0,0.0
293,RRRP3,36.0,0.0,18.05,0.0,0.0,9.834,162.95,0.0,-25.43,0.0,0.0,0.0,0.0,8.38,0.0,0.0,13155400.0,218364000.0,0.0,0.0
294,ILLS4,100.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.73,0.0843,-0.10220000000000001,0.5,0.0814,0.36090000000000005,0.0,-18567000.0,-0.22,0.0933
295,PTIP3,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,3.62,0.1373,0.0755,0.7,0.23129999999999998,-1.2174,0.0,-155957000.0,-9.02,0.6211
296,ESTC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,2.88,0.1535,0.0694,2.04,0.0788,0.0779,0.0,3321200000.0,1.45,0.0449
297,MOSI3,41.03,0.0,53.18,0.0,0.0,25.811999999999998,88.84,0.0,331.26,0.0,0.0,0.0,0.0,1.96,0.0,0.0,35447700.0,97677000.0,0.49,0.0
298,CSAB4,51.0,0.0,0.0,0.0,0.0669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7227.64,0.0,0.0,0.0
299,SEBB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23,-0.23,0.0924,0.07400000000000001,2.44,0.2415,0.23010000000000003,0.0,145783000.0,0.01,0.5004
300,SLCP3,610.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,ECIS4,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.53,0.349,0.1418,1.38,0.12480000000000001,0.0733,0.0,129346000.0,0.38,0.0466
302,BTTL3,10.42,0.0,8.11,0.0,0.0,0.956,17.35,0.0,-2.27,0.0,0.0,0.0,0.0,1.14,0.0,0.0,38095.8,19104000.0,2.6,0.23399999999999999
303,LAVV3,8.2,0.0,1.48,0.0,0.0,1.089,1.41,0.0,1.55,0.0,0.0,0.0,0.0,6.48,0.0,0.0,8442930.0,1188780000.0,0.04,0.0
304,CBMA4,0.01,0.0,-0.0,0.0,0.0,0.006999999999999999,-1.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,-13524600000.0,-0.86,-0.7886
305,AERI3,11.9,0.0,52.92,0.0,0.0,5.525,40.69,0.0,-22.15,0.0,0.0,0.0,0.0,1.27,0.0,0.0,66141700.0,172284000.0,6.25,0.0
306,ARPS3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.08,-14.08,-0.0492,-0.1159,0.91,-0.0664,0.2034,0.0,-12690000.0,-1.24,-0.1753
307,MMAQ4,200.06,0.0,0.05,0.0,0.7979999999999999,0.037000000000000005,0.07,0.0,0.07,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,169847000.0,0.04,0.2503
308,AZEV4,4.22,0.0,-0.32,0.0,0.0,1.354,-0.42,0.0,-0.29,0.0,0.0,0.0,0.0,0.15,0.0,0.0,803874.0,-263291000.0,-0.12,-0.4493
309,BBTG11,15.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,RPMG4,0.26,0.0,-0.01,0.0,0.0,0.006,-0.01,0.0,-0.01,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-3076960000.0,0.0,0.1209
311,SGEN3,5.0,0.0,0.77,593.76,0.0,0.493,-8.34,-31.73,-2.01,-32.42,-32.42,-18.7117,0.0,0.65,-0.0159,0.0,0.0,156981000.0,0.02,-0.5985
312,SOMA3,15.0,0.0,4.7,0.0,0.0,3.009,6.92,0.0,9.26,0.0,0.0,0.0,0.0,2.74,0.0,0.0,23262800.0,1521360000.0,0.33,0.0
313,CMMA4,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,-0.0192,0.0,-79623000.0,0.0,0.0
314,ESPA3,20.0,0.0,22.59,0.0,0.0,3.5069999999999997,59.54,0.0,-11.31,0.0,0.0,0.0,0.0,1.13,0.0,0.0,27945600.0,215212000.0,2.49,0.0
315,MSAN4,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.06269999999999999,0.0242,1.18,0.11779999999999999,0.11810000000000001,0.0,2533030000.0,0.39,1.0134999999999998
316,NATU3,36.86,0.0,4.94,0.0,0.0,1.331,24.2,0.0,-3.99,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,6864260000.0,1.41,0.2274
317,SALM3,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.10220000000000001,0.041299999999999996,1.31,0.25780000000000003,0.1953,0.0,475600000.0,0.8,0.24530000000000002
318,PRBC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0698,0.0,1180170000.0,0.0,0.11410000000000001
319,JFAB4,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112.33,-112.33,0.0,0.0,0.0,0.0,0.023399999999999997,0.0,-10183000.0,0.0,0.0
320,AVLL3,23.5,0.0,2.73,0.0,0.0,0.255,4.3,0.0,-0.46,0.0,0.0,0.0,0.0,1.2,0.0,0.0,521986.0,192794000.0,5.14,0.0
321,CSPC4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.3862,0.1885,1.43,0.2918,0.4533,0.0,2126670000.0,1.48,0.4115
322,GALO4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.1398,-1.8458,0.0,0.3937,0.0762,0.0,-60607000.0,0.0,-0.2897
323,BERG3,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.49,-10.49,-0.086,-0.326,0.46,-0.0558,-1.0271,0.0,9538000.0,2.86,-0.08
324,SFSA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,739524000.0,0.0,0.0015
325,AHEB6,27.0,0.0,18.95,0.0,0.0,0.897,-8.69,0.0,-1.11,0.0,0.0,0.0,0.0,0.58,0.0,0.0,1149.41,12171000.0,0.0,-0.1589
326,TFCO4,13.12,0.0,456.85,0.0,0.0,40.232,751.15,0.0,-204.71,0.0,0.0,0.0,0.0,1.08,0.0,0.0,2291780.0,27261000.0,1.12,0.0
327,TXRX4,9.9,0.0,-0.14,0.0,0.0,0.222,-0.16,0.0,-0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,308120.0,-304703000.0,-0.72,0.0646
328,PEAB4,61.0,0.0,0.82,0.0,0.5792,0.622,1.16,0.0,1.23,0.0,0.0,0.0,0.0,3.57,0.0,0.0,13050.0,958919000.0,0.0,0.09369999999999999
329,ICPI3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,BPAT33,20.0,0.0,0.82,0.0,0.35719999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876492000.0,0.0,0.0
331,SIMH3,43.24,0.0,4.98,0.0,0.0027,0.391,1.34,0.0,-1.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,34151300.0,1787710000.0,9.13,0.0
332,BSGR3,1091.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,CASH3,32.56,0.0,102.1,0.0,0.0,61.876999999999995,124.7,0.0,152.42,0.0,0.0,0.0,0.0,2.86,0.0,0.0,91809100.0,40319000.0,0.33,0.0
334,LJQQ3,20.24,0.0,8.21,0.0,0.0033,1.736,5.65,0.0,-31.24,0.0,0.0,0.0,0.0,1.72,0.0,0.0,29868000.0,461850000.0,0.87,0.0
335,ALPK3,8.7,0.0,2.43,0.0,0.0,0.484,-4.04,0.0,-0.74,0.0,0.0,0.0,0.0,0.54,0.0,0.0,625180.0,694439000.0,2.75,0.0
336,MBLY3,25.12,0.0,535.65,0.0,0.0,10.238999999999999,-64.78,0.0,-33.57,0.0,0.0,0.0,0.0,0.81,0.0,0.0,10410900.0,4994000.0,10.55,0.0
337,TNEP4,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.09,-1.09,0.20920000000000002,0.25420000000000004,2.39,0.2053,0.228,0.0,955105000.0,0.06,0.0815
338,REPA3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,4.54,0.0518,0.012199999999999999,1.99,0.0405,0.0191,0.0,378378000.0,0.42,0.0109
339,HBRE3,18.36,0.0,1.7,0.0,0.0,0.79,-34.52,0.0,-2.11,0.0,0.0,0.0,0.0,0.64,0.0,0.0,1633960.0,1114230000.0,0.7,0.0
340,IGBR5,18.9,0.0,-0.26,0.0,0.0,1.237,-3.15,0.0,-0.21,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,-923772000.0,-0.98,-0.2389
341,IRBR3,6.72,0.0,0.0,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426621000.0,0.0,0.0,0.0
342,AMBP3,26.16,0.0,2.44,0.0,0.0,1.8780000000000001,3.87,0.0,5.2,0.0,0.0,0.0,0.0,6.57,0.0,0.0,10134100.0,1209970000.0,0.14,0.0
343,VVAX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.44,-4.44,-0.0736,-0.3776,2.19,-0.0652,-0.9203,0.0,144676000.0,1.55,0.0
344,PLPL3,6.58,0.0,6.27,0.0,0.0,1.402,1.74,0.0,7.59,0.0,0.0,0.0,0.0,6.26,0.0,0.0,4939690.0,214406000.0,1.75,0.0
345,JALL3,9.04,0.0,4.15,0.0,0.0,0.8690000000000001,4.23,0.0,-2.62,0.0,0.0,0.0,0.0,1.81,0.0,0.0,3347940.0,631352000.0,3.17,0.0
346,PTIP4,25.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,3.62,0.1373,0.0755,0.7,0.23129999999999998,-1.2174,0.0,-155957000.0,-9.02,0.6211
347,AHEB3,23.75,0.0,16.67,0.0,0.0,0.789,-7.65,0.0,-0.97,0.0,0.0,0.0,0.0,0.58,0.0,0.0,24035.7,12171000.0,0.0,-0.1589
348,VGOR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77,6.77,0.045,-0.045899999999999996,1.04,0.06,-0.2429,0.0,135178000.0,1.89,0.04769999999999999
349,GMAT3,8.33,0.0,7.4,0.0,0.0,3.195,7.65,0.0,23.32,0.0,0.0,0.0,0.0,2.51,0.0,0.0,30949000.0,2488200000.0,0.74,0.0
350,PETZ3,22.03,0.0,16.23,0.0,0.0015,4.467,24.8,0.0,-19.32,0.0,0.0,0.0,0.0,1.57,0.0,0.0,78890000.0,505953000.0,1.05,0.0
351,INHA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94,4.6,0.0394,-0.1422,1.84,0.0062,-0.0387,0.0,1509620000.0,0.49,-0.33640000000000003
352,BTTL4,3.3,0.0,2.57,0.0,0.0,0.303,5.49,0.0,-0.72,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,19104000.0,2.6,0.23399999999999999
353,CCHI3,0.02,0.0,-0.01,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160477000.0,0.0,0.2036
354,MELK3,6.83,0.0,1.23,0.0,0.0,0.718,1.35,0.0,1.61,0.0,0.0,0.0,0.0,2.72,0.0,0.0,5612880.0,1158710000.0,0.23,0.0
355,ARPS4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.08,-14.08,-0.0492,-0.1159,0.91,-0.0664,0.2034,0.0,-12690000.0,-1.24,-0.1753
356,BMEF3,11.0,0.0,4.16,0.0,0.0,3.4819999999999998,10.24,0.0,11.3,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,2674780000.0,0.0,0.0
357,DMVF3,11.79,0.0,0.73,0.0,0.0,0.39899999999999997,2.97,0.0,-7.08,0.0,0.0,0.0,0.0,1.51,0.0,0.0,3413440.0,818306000.0,0.27,0.0
358,SGEN4,0.6,0.0,0.09,71.251,0.0,0.059000000000000004,-1.0,-3.81,-0.24,-4.5,-4.5,-18.7117,0.0,0.65,-0.0159,0.0,0.0,156981000.0,0.02,-0.5985
359,CSAB3,49.08,0.0,0.0,0.0,0.0632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.44,0.0,0.0,0.0
360,SALM4,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.10220000000000001,0.041299999999999996,1.31,0.25780000000000003,0.1953,0.0,475600000.0,0.8,0.24530000000000002
361,DAYC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17329999999999998,0.0,3009030000.0,0.0,0.0815
362,SEBB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23,-0.23,0.0924,0.07400000000000001,2.44,0.2415,0.23010000000000003,0.0,145783000.0,0.01,0.5004
363,BPNM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1249,0.0,5221420000.0,0.0,0.1431
364,ECIS3,211.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.53,0.349,0.1418,1.38,0.12480000000000001,0.0733,0.0,129346000.0,0.38,0.0466
365,LATS3,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,1.27,0.1174,0.013000000000000001,1.67,0.11630000000000001,0.0184,0.0,680646000.0,0.39,0.1537
366,CBMA3,0.01,0.0,-0.0,0.0,0.0,0.006999999999999999,-1.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,-13524600000.0,-0.86,-0.7886
367,MMAQ3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,169847000.0,0.04,0.2503
368,AZEV3,7.12,0.0,-0.54,0.0,0.0,2.2840000000000003,-0.71,0.0,-0.49,0.0,0.0,0.0,0.0,0.15,0.0,0.0,927602.0,-263291000.0,-0.12,-0.4493
369,BBSE3,28.09,0.0,0.0,0.0,0.09910000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119037000.0,0.0,0.0,0.0
370,RPMG3,3.25,0.0,-0.07,0.0,0.0,0.07400000000000001,-0.08,0.0,-0.07,0.0,0.0,0.0,0.0,0.5,0.0,0.0,387955.0,-3076960000.0,0.0,0.1209
371,CURY3,11.16,0.0,7.09,0.0,0.0,1.814,4.5,0.0,8.79,0.0,0.0,0.0,0.0,1.89,0.0,0.0,8173470.0,459687000.0,0.67,0.0
372,SASG3,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,BOVH3,15.71,0.0,6.16,0.0,0.0,4.874,6.9,0.0,6.91,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,1843320000.0,0.0,0.0
374,ABCB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0751,0.0,4288260000.0,0.0,-0.34299999999999997
375,AGEI3,7.8,0.0,1.25,0.0,0.0,0.47,1.39,0.0,-12.59,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,1878210000.0,1.01,0.0
376,ALBA3,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.27,-1.27,0.095,0.0962,1.83,0.204,0.1977,0.0,354860000.0,0.03,0.1469
377,MSAN3,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.06269999999999999,0.0242,1.18,0.11779999999999999,0.11810000000000001,0.0,2533030000.0,0.39,1.0134999999999998
378,MLPA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.08,-2.08,0.0666,0.0892,0.0,0.0,0.45130000000000003,0.0,44578000.0,0.0,-0.0751
379,REPA4,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,4.54,0.0518,0.012199999999999999,1.99,0.0405,0.0191,0.0,378378000.0,0.42,0.0109
380,CSPC3,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.3862,0.1885,1.43,0.2918,0.4533,0.0,2126670000.0,1.48,0.4115
381,GALO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.1398,-1.8458,0.0,0.3937,0.0762,0.0,-60607000.0,0.0,-0.2897
382,HBSA3,6.5,0.0,3.4,0.0,0.0,0.85,4.26,0.0,-1.76,0.0,0.0,0.0,0.0,4.03,0.0,0.0,19491400.0,1455110000.0,2.83,1.0044
383,SEQL3,29.57,0.0,51.64,0.0,0.0,4.127,48.67,0.0,-8.35,0.0,0.0,0.0,0.0,1.25,0.0,0.0,24510500.0,72804000.0,6.77,0.0
384,PINE3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04190000000000001,0.0,814692000.0,0.0,-0.2141
385,IGBR6,19.0,0.0,-0.26,0.0,0.0,1.244,-3.17,0.0,-0.22,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,-923772000.0,-0.98,-0.2389
386,LECO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-0.021400000000000002,-0.0472,0.82,-0.0348,-0.1482,0.0,105928000.0,0.2,0.0358
387,TXRX3,59.33,0.0,-0.83,0.0,0.0,1.328,-0.93,0.0,-0.59,0.0,0.0,0.0,0.0,0.2,0.0,0.0,33931.5,-304703000.0,-0.72,0.0646
